text,text_lower,lemma_lower,part_of_speech
tenth,tenth,tenth,ADJ
edition,edition,edition,NOUN
Consulting,consulting,consulting,PROPN
Mechanism,mechanism,mechanism,PROPN
New,new,new,PROPN
Traditional,traditional,traditional,PROPN
Safety,safety,safety,PROPN
Subjects,subjects,subjects,PROPN
Mexico,mexico,mexico,PROPN
Canada,canada,canada,PROPN
carried,carried,carry,VERB
Ottawa,ottawa,ottawa,PROPN
Canada,canada,canada,PROPN
mechanism,mechanism,mechanism,NOUN
allows,allows,allow,VERB
safety,safety,safety,NOUN
agencies,agencies,agency,NOUN
address,address,address,VERB
priority,priority,priority,NOUN
issues,issues,issue,NOUN
criminal,criminal,criminal,ADJ
justice,justice,justice,NOUN
system,system,system,NOUN
penitentiary,penitentiary,penitentiary,ADJ
system,system,system,NOUN
arms,arms,arm,NOUN
trafficking,trafficking,trafficking,NOUN
policies,policies,policy,NOUN
drug,drug,drug,NOUN
use,use,use,NOUN
peace,peace,peace,NOUN
operations,operations,operation,NOUN
United,united,united,PROPN
Nations,nations,nations,PROPN
Organization,organization,organization,PROPN
UN,un,un,PROPN
Border,border,border,NOUN
security,security,security,NOUN
trafficking,trafficking,traffic,VERB
persons,persons,person,NOUN
migratory,migratory,migratory,NOUN
flows,flows,flow,VERB
matters,matters,matter,NOUN
susceptible,susceptible,susceptible,ADJ
collaboration,collaboration,collaboration,NOUN
countries,countries,country,NOUN
trends,trends,trend,NOUN
criminal,criminal,criminal,ADJ
phenomena,phenomena,phenomena,NOUN
context,context,context,NOUN
development,development,development,NOUN
cooperation,cooperation,cooperation,NOUN
region,region,region,NOUN
staff,staff,staff,NOUN
SEDENA,sedena,sedena,PROPN
participated,participated,participate,VERB
second,second,second,ADJ
annual,annual,annual,ADJ
humanitarian,humanitarian,humanitarian,ADJ
aid,aid,aid,NOUN
workshop,workshop,workshop,NOUN
disaster,disaster,disaster,NOUN
response,response,response,NOUN
December,december,december,PROPN
Americas,americas,americas,PROPN
Conference,conference,conference,PROPN
Center,center,center,PROPN
EUA,eua,eua,PROPN
Southern,southern,southern,PROPN
Command,command,command,PROPN
Miami,miami,miami,PROPN
Florida,florida,florida,PROPN
learn,learn,learn,VERB
organization,organization,organization,NOUN
operation,operation,operation,NOUN
regional,regional,regional,ADJ
agencies,agencies,agency,NOUN
carry,carry,carry,VERB
humanitarian,humanitarian,humanitarian,ADJ
assistance,assistance,assistance,NOUN
activities,activities,activity,NOUN
Northern,northern,northern,PROPN
Hemisphere,hemisphere,hemisphere,PROPN
December,december,december,PROPN
June,june,june,PROPN
Northern,northern,northern,PROPN
Command,command,command,PROPN
supported,supported,support,VERB
development,development,development,NOUN
projects,projects,project,NOUN
disaster,disaster,disaster,NOUN
reduction,reduction,reduction,NOUN
health,health,health,NOUN
education,education,education,NOUN
institutional,institutional,institutional,ADJ
strengthening,strengthening,strengthening,NOUN
issues,issues,issue,NOUN
addition,addition,addition,NOUN
gender,gender,gender,NOUN
issue,issue,issue,NOUN
transversally,transversally,transversally,ADV
Agreement,agreement,agreement,PROPN
Government,government,government,PROPN
United,united,united,PROPN
Mexican,mexican,mexican,PROPN
States,states,states,PROPN
Government,government,government,PROPN
United,united,united,PROPN
States,states,states,PROPN
America,america,america,PROPN
cooperation,cooperation,cooperation,NOUN
Emergency,emergency,emergency,PROPN
Administration,administration,administration,PROPN
cases,cases,case,NOUN
natural,natural,natural,ADJ
disasters,disasters,disaster,NOUN
accidents,accidents,accident,NOUN
signed,signed,sign,VERB
April,april,april,PROPN
held,held,hold,VERB
XI,xi,xi,PROPN
Edition,edition,edition,PROPN
Mexico,mexico,mexico,PROPN
CEO,ceo,ceo,PROPN
Dialogue,dialogue,dialogue,PROPN
Secretary,secretary,secretary,PROPN
Economy,economy,economy,PROPN
shared,shared,share,VERB
senior,senior,senior,ADJ
executives,executives,executive,NOUN
Mexico,mexico,mexico,PROPN
USA,usa,usa,PROPN
perspective,perspective,perspective,NOUN
bilateral,bilateral,bilateral,ADJ
trade,trade,trade,NOUN
T,t,t,PROPN
MEC,mec,mec,PROPN
reiterating,reiterating,reiterate,VERB
importance,importance,importance,NOUN
continuing,continuing,continue,VERB
work,work,work,VERB
Closely,closely,closely,ADV
private,private,private,ADJ
sector,sector,sector,NOUN
promote,promote,promote,VERB
common,common,common,ADJ
agenda,agenda,agenda,NOUN
agreed,agreed,agree,VERB
Secretary,secretary,secretary,PROPN
Commerce,commerce,commerce,PROPN
prepare,prepare,prepare,VERB
cooperation,cooperation,cooperation,NOUN
agenda,agenda,agenda,NOUN
strengthen,strengthen,strengthen,VERB
economic,economic,economic,ADJ
relationship,relationship,relationship,NOUN
countries,countries,country,NOUN
Mexico,mexico,mexico,PROPN
Hosted,hosted,host,VERB
XXVI,xxvi,xxvi,PROPN
Meeting,meeting,meeting,PROPN
Council,council,council,PROPN
Commission,commission,commission,PROPN
Environmental,environmental,environmental,PROPN
Cooperation,cooperation,cooperation,PROPN
North,north,north,PROPN
America,america,america,PROPN
June,june,june,PROPN
approved,approved,approve,VERB
work,work,work,NOUN
program,program,program,NOUN
includes,includes,include,VERB
topics,topics,topic,NOUN
protected,protected,protect,VERB
natural,natural,natural,ADJ
areas,areas,area,NOUN
marine,marine,marine,ADJ
garbage,garbage,garbage,NOUN
food,food,food,NOUN
waste,waste,waste,NOUN
preparation,preparation,preparation,NOUN
resilience,resilience,resilience,NOUN
extreme,extreme,extreme,ADJ
climate,climate,climate,NOUN
events,events,event,NOUN
protection,protection,protection,NOUN
pollinators,pollinators,pollinator,NOUN
linkage,linkage,linkage,VERB
indigenous,indigenous,indigenous,ADJ
communities,communities,community,NOUN
including,including,include,VERB
traditional,traditional,traditional,ADJ
ecological,ecological,ecological,ADJ
knowledge,knowledge,knowledge,NOUN
XXIV,xxiv,xxiv,PROPN
Mexico,mexico,mexico,PROPN
Canada,canada,canada,PROPN
Trilateral,trilateral,trilateral,PROPN
Committee,committee,committee,PROPN
held,held,hold,VERB
Victoria,victoria,victoria,PROPN
Canada,canada,canada,PROPN
April,april,april,PROPN
agreed,agreed,agree,VERB
promote,promote,promote,VERB
actions,actions,action,NOUN
conservation,conservation,conservation,NOUN
migratory,migratory,migratory,ADJ
birds,birds,bird,NOUN
pastures,pastures,pasture,NOUN
islands,islands,island,NOUN
shared,shared,share,VERB
ecosystems,ecosystems,ecosystem,NOUN
December,december,december,PROPN
presidents,presidents,president,NOUN
Honduras,honduras,honduras,PROPN
Guatemala,guatemala,guatemala,PROPN
Mexico,mexico,mexico,PROPN
Vice,vice,vice,PROPN
President,president,president,PROPN
Republic,republic,republic,PROPN
El,el,el,PROPN
Salvador,salvador,salvador,PROPN
signed,signed,sign,VERB
political,political,political,ADJ
statement,statement,statement,NOUN
instructed,instructed,instruct,VERB
chancellements,chancellements,chancellement,NOUN
support,support,support,NOUN
Economic,economic,economic,PROPN
Commission,commission,commission,PROPN
America,america,america,PROPN
Latina,latina,latina,PROPN
Caribbean,caribbean,caribbean,PROPN
ECLAC,eclac,eclac,PROPN
design,design,design,VERB
Integral,integral,integral,PROPN
Development,development,development,PROPN
Plan,plan,plan,PROPN
PDI,pdi,pdi,PROPN
promote,promote,promote,VERB
future,future,future,ADJ
implementation,implementation,implementation,NOUN
plan,plan,plan,NOUN
presented,presented,present,VERB
President,president,president,PROPN
Andrés,andrés,andrés,PROPN
Manuel,manuel,manuel,PROPN
López,lópez,lópez,PROPN
Obrador,obrador,obrador,PROPN
Executive,executive,executive,PROPN
Secretary,secretary,secretary,PROPN
ECLAC,eclac,eclac,PROPN
Alicia,alicia,alicia,PROPN
Bárcena,bárcena,bárcena,PROPN
focus,focus,focus,VERB
axes,axes,axis,NOUN
work,work,work,NOUN
Economic,economic,economic,ADJ
development,development,development,NOUN
Social,social,social,PROPN
Welfare,welfare,welfare,PROPN
Environmental,environmental,environmental,PROPN
Sustainability,sustainability,sustainability,PROPN
Integral,integral,integral,ADJ
management,management,management,NOUN
migratory,migratory,migratory,ADJ
cycle,cycle,cycle,NOUN
occasion,occasion,occasion,NOUN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
noted,noted,note,VERB
document,document,document,NOUN
serve,serve,serve,VERB
define,define,define,VERB
specific,specific,specific,ADJ
actions,actions,action,NOUN
generate,generate,generate,VERB
greater,greater,great,ADJ
development,development,development,NOUN
region,region,region,NOUN
June,june,june,PROPN
initiative,initiative,initiative,NOUN
received,received,receive,VERB
support,support,support,NOUN
USA,usa,usa,PROPN
Spain,spain,spain,PROPN
Germany,germany,germany,PROPN
Bolivia,bolivia,bolivia,PROPN
Chile,chile,chile,PROPN
Uruguay,uruguay,uruguay,PROPN
European,european,european,PROPN
Union,union,union,PROPN
UN,un,un,PROPN
Organization,organization,organization,PROPN
American,american,american,PROPN
States,states,states,PROPN
OAS,oas,oas,PROPN
General,general,general,PROPN
Ibero,ibero,ibero,PROPN
American,american,american,PROPN
Secretariat,secretariat,secretariat,PROPN
order,order,order,NOUN
strengthen,strengthen,strengthen,VERB
diplomatic,diplomatic,diplomatic,ADJ
relations,relations,relation,NOUN
countries,countries,country,NOUN
Latin,latin,latin,ADJ
American,american,american,ADJ
region,region,region,NOUN
Mexico,mexico,mexico,PROPN
represented,represented,represent,VERB
level,level,level,NOUN
Secretary,secretary,secretary,PROPN
State,state,state,PROPN
ceremonies,ceremonies,ceremony,NOUN
taking,taking,take,VERB
possession,possession,possession,NOUN
President,president,president,PROPN
Federal,federal,federal,PROPN
Republic,republic,republic,PROPN
Brazil,brazil,brazil,PROPN
Jair,jair,jair,PROPN
Bolsonaro,bolsonaro,bolsonaro,PROPN
January,january,january,PROPN
President,president,president,PROPN
El,el,el,PROPN
Salvador,salvador,salvador,PROPN
Nayib,nayib,nayib,PROPN
Bukele,bukele,bukele,PROPN
June,june,june,PROPN
cases,cases,case,NOUN
interest,interest,interest,NOUN
strengthening,strengthening,strengthen,VERB
political,political,political,ADJ
economic,economic,economic,ADJ
cooperative,cooperative,cooperative,ADJ
relations,relations,relation,NOUN
endorsed,endorsed,endorse,VERB
Mexico,mexico,mexico,PROPN
attended,attended,attend,VERB
transfer,transfer,transfer,NOUN
ceremony,ceremony,ceremony,NOUN
Pro,pro,pro,PROPN
Tempore,tempore,tempore,PROPN
Presidency,presidency,presidency,PROPN
Community,community,community,PROPN
Latin,latin,latin,ADJ
American,american,american,ADJ
Caribbean,caribbean,caribbean,ADJ
States,states,states,PROPN
CELAC,celac,celac,PROPN
held,held,hold,VERB
San,san,san,PROPN
Salvador,salvador,salvador,PROPN
Republic,republic,republic,PROPN
El,el,el,PROPN
Salvador,salvador,salvador,PROPN
January,january,january,PROPN
Plurinational,plurinational,plurinational,PROPN
State,state,state,PROPN
Bolivia,bolivia,bolivia,PROPN
assumed,assumed,assume,VERB
presidency,presidency,presidency,NOUN
mechanism,mechanism,mechanism,NOUN
Mexico,mexico,mexico,PROPN
supported,supported,support,VERB
process,process,process,NOUN
reflection,reflection,reflection,NOUN
CELAC,celac,celac,PROPN
strengthening,strengthening,strengthening,NOUN
mechanism,mechanism,mechanism,NOUN
brings,brings,bring,VERB
countries,countries,country,NOUN
region,region,region,NOUN
January,january,january,PROPN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
received,received,receive,VERB
counterpart,counterpart,counterpart,NOUN
Bolivia,bolivia,bolivia,PROPN
reviewed,reviewed,review,VERB
relevant,relevant,relevant,ADJ
issues,issues,issue,NOUN
bilateral,bilateral,bilateral,ADJ
relationship,relationship,relationship,NOUN
particularly,particularly,particularly,ADV
progress,progress,progress,NOUN
negotiations,negotiations,negotiation,NOUN
Visa,visa,visa,PROPN
suppression,suppression,suppression,NOUN
Bolivians,bolivians,bolivians,PROPN
traveling,traveling,travel,VERB
Mexico,mexico,mexico,PROPN
tourists,tourists,tourist,NOUN
January,january,january,PROPN
Chancellor,chancellor,chancellor,PROPN
met,met,meet,VERB
counterparts,counterparts,counterpart,NOUN
El,el,el,PROPN
Salvador,salvador,salvador,PROPN
Honduras,honduras,honduras,PROPN
Guatemala,guatemala,guatemala,PROPN
ECLAC,eclac,eclac,PROPN
officials,officials,official,NOUN
review,review,review,VERB
progress,progress,progress,NOUN
developed,developed,develop,VERB
technical,technical,technical,ADJ
teams,teams,team,NOUN
PDI,pdi,pdi,NOUN
dialogue,dialogue,dialogue,VERB
documents,documents,document,NOUN
presented,presented,present,VERB
defined,defined,define,VERB
dates,dates,date,NOUN
start,start,start,VERB
actions,actions,action,NOUN
February,february,february,PROPN
Montevideo,montevideo,montevideo,PROPN
Uruguay,uruguay,uruguay,PROPN
Mexican,mexican,mexican,PROPN
Chancellor,chancellor,chancellor,PROPN
met,met,meet,VERB
President,president,president,PROPN
Eastern,eastern,eastern,PROPN
Republic,republic,republic,PROPN
Uruguay,uruguay,uruguay,PROPN
address,address,address,VERB
dialogue,dialogue,dialogue,NOUN
initiative,initiative,initiative,NOUN
submitted,submitted,submit,VERB
nations,nations,nation,NOUN
called,called,call,VERB
Montevideo,montevideo,montevideo,PROPN
Mechanism,mechanism,mechanism,PROPN
Venezuela,venezuela,venezuela,PROPN
situation,situation,situation,NOUN
Framework,framework,framework,PROPN
International,international,international,PROPN
Conference,conference,conference,PROPN
Montevideo,montevideo,montevideo,PROPN
initiative,initiative,initiative,NOUN
Nations,nations,nations,PROPN
Caribbean,caribbean,caribbean,PROPN
Community,community,community,PROPN
CARICOM,caricom,caricom,PROPN
outstanding,outstanding,outstanding,ADJ
role,role,role,NOUN
mechanism,mechanism,mechanism,NOUN
notes,notes,note,VERB
way,way,way,NOUN
address,address,address,VERB
complex,complex,complex,ADJ
situation,situation,situation,NOUN
prevails,prevails,prevail,VERB
Venezuela,venezuela,venezuela,PROPN
dialogue,dialogue,dialogue,NOUN
negotiation,negotiation,negotiation,NOUN
perspective,perspective,perspective,NOUN
respect,respect,respect,NOUN
international,international,international,ADJ
law,law,law,NOUN
human,human,human,ADJ
rights,rights,right,NOUN
February,february,february,PROPN
Montevideo,montevideo,montevideo,PROPN
Mexican,mexican,mexican,PROPN
Chancellor,chancellor,chancellor,PROPN
participated,participated,participate,VERB
observer,observer,observer,NOUN
meeting,meeting,meeting,NOUN
International,international,international,PROPN
Contact,contact,contact,PROPN
Group,group,group,PROPN
composed,composed,compose,VERB
European,european,european,PROPN
Union,union,union,PROPN
Spain,spain,spain,PROPN
Italy,italy,italy,PROPN
Portugal,portugal,portugal,PROPN
Sweden,sweden,sweden,PROPN
Germany,germany,germany,PROPN
France,france,france,PROPN
Netherlands,netherlands,netherlands,PROPN
United,united,united,PROPN
Kingdom,kingdom,kingdom,PROPN
Bolivia,bolivia,bolivia,PROPN
Costa,costa,costa,PROPN
Rica,rica,rica,PROPN
Ecuador,ecuador,ecuador,PROPN
end,end,end,NOUN
debate,debate,debate,NOUN
group,group,group,NOUN
adopted,adopted,adopt,VERB
document,document,document,NOUN
establishes,establishes,establish,VERB
things,things,thing,NOUN
Need,need,need,NOUN
celebrate,celebrate,celebrate,VERB
elections,elections,election,NOUN
Venezuela,venezuela,venezuela,PROPN
Mexico,mexico,mexico,PROPN
subscribe,subscribe,subscribe,VERB
document,document,document,NOUN
attachment,attachment,attachment,NOUN
constitutional,constitutional,constitutional,ADJ
principles,principles,principle,NOUN
foreign,foreign,foreign,ADJ
policy,policy,policy,NOUN
February,february,february,PROPN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
met,met,meet,VERB
Eastern,eastern,eastern,PROPN
Republic,republic,republic,PROPN
Uruguay,uruguay,uruguay,PROPN
José,josé,josé,PROPN
Mujica,mujica,mujica,PROPN
Cordano,cordano,cordano,PROPN
talk,talk,talk,VERB
importance,importance,importance,NOUN
international,international,international,ADJ
mediation,mediation,mediation,NOUN
solve,solve,solve,VERB
situation,situation,situation,NOUN
Venezuela,venezuela,venezuela,PROPN
February,february,february,PROPN
Mexican,mexican,mexican,PROPN
Chancellor,chancellor,chancellor,PROPN
Minister,minister,minister,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
Chile,chile,chile,PROPN
Roberto,roberto,roberto,PROPN
Ampuero,ampuero,ampuero,PROPN
held,held,hold,VERB
meeting,meeting,meeting,NOUN
Mexico,mexico,mexico,PROPN
City,city,city,PROPN
review,review,review,VERB
bilateral,bilateral,bilateral,ADJ
agenda,agenda,agenda,NOUN
addressed,addressed,address,VERB
topics,topics,topic,NOUN
joint,joint,joint,ADJ
cooperation,cooperation,cooperation,NOUN
fund,fund,fund,NOUN
Cooperation,cooperation,cooperation,PROPN
Political,political,political,PROPN
Affairs,affairs,affairs,PROPN
Commissions,commissions,commissions,PROPN
Council,council,council,PROPN
Strategic,strategic,strategic,PROPN
Association,association,association,PROPN
Agreement,agreement,agreement,PROPN
Mexico,mexico,mexico,PROPN
Chile,chile,chile,PROPN
Free,free,free,PROPN
Trade,trade,trade,PROPN
Agreement,agreement,agreement,PROPN
March,march,march,PROPN
President,president,president,PROPN
Republic,republic,republic,PROPN
received,received,receive,VERB
visit,visit,visit,NOUN
President,president,president,PROPN
elect,elect,elect,PROPN
Republic,republic,republic,PROPN
El,el,el,PROPN
Salvador,salvador,salvador,PROPN
Nayib,nayib,nayib,PROPN
Bukele,bukele,bukele,PROPN
Ortez,ortez,ortez,PROPN
congratulated,congratulated,congratulate,VERB
having,having,having,AUX
obtained,obtained,obtain,VERB
electoral,electoral,electoral,ADJ
victory,victory,victory,NOUN
expressed,expressed,express,VERB
continue,continue,continue,VERB
narrowing,narrowing,narrow,VERB
friendship,friendship,friendship,NOUN
relations,relations,relation,NOUN
countries,countries,country,NOUN
reaffirmed,reaffirmed,reaffirm,VERB
intention,intention,intention,NOUN
deepen,deepen,deepen,VERB
bilateral,bilateral,bilateral,ADJ
collaboration,collaboration,collaboration,NOUN
priority,priority,priority,NOUN
issues,issues,issue,NOUN
economic,economic,economic,ADJ
social,social,social,ADJ
development,development,development,NOUN
northern,northern,northern,ADJ
Central,central,central,PROPN
America,america,america,PROPN
southern,southern,southern,ADJ
Mexico,mexico,mexico,PROPN
PDI,pdi,pdi,NOUN
migratory,migratory,migratory,ADJ
management,management,management,NOUN
trade,trade,trade,NOUN
promotion,promotion,promotion,NOUN
April,april,april,PROPN
VII,vii,vii,PROPN
meeting,meeting,meeting,NOUN
Permanent,permanent,permanent,PROPN
Information,information,information,PROPN
Mechanism,mechanism,mechanism,PROPN
Political,political,political,PROPN
Consultations,consultations,consultations,PROPN
Meeting,meeting,meeting,PROPN
found,found,find,VERB
Mexico,mexico,mexico,PROPN
City,city,city,PROPN
order,order,order,NOUN
impulse,impulse,impulse,VERB
political,political,political,ADJ
economic,economic,economic,ADJ
cooperative,cooperative,cooperative,ADJ
links,links,link,NOUN
turn,turn,turn,NOUN
XIII,xiii,xiii,NOUN
meeting,meeting,meeting,NOUN
Working,working,working,PROPN
Group,group,group,PROPN
Migratory,migratory,migratory,PROPN
Consular,consular,consular,PROPN
Affairs,affairs,affairs,PROPN
countries,countries,country,NOUN
held,held,hold,VERB
Havana,havana,havana,PROPN
addressed,addressed,address,VERB
lines,lines,line,NOUN
action,action,action,NOUN
improve,improve,improve,VERB
attention,attention,attention,NOUN
migrant,migrant,migrant,ADJ
people,people,people,NOUN
current,current,current,ADJ
migratory,migratory,migratory,ADJ
context,context,context,NOUN
region,region,region,NOUN
interest,interest,interest,NOUN
strengthening,strengthening,strengthen,VERB
bilateral,bilateral,bilateral,ADJ
political,political,political,ADJ
dialogue,dialogue,dialogue,NOUN
cooperation,cooperation,cooperation,NOUN
Republic,republic,republic,PROPN
Guatemala,guatemala,guatemala,PROPN
April,april,april,PROPN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
homolog,homolog,homolog,NOUN
country,country,country,NOUN
recognized,recognized,recognize,VERB
importance,importance,importance,NOUN
maintaining,maintaining,maintain,VERB
greater,greater,great,ADJ
coordination,coordination,coordination,NOUN
dialogue,dialogue,dialogue,NOUN
attend,attend,attend,VERB
migratory,migratory,migratory,ADJ
phenomenon,phenomenon,phenomenon,NOUN
occasion,occasion,occasion,NOUN
Mexico,mexico,mexico,PROPN
interest,interest,interest,NOUN
landed,landed,land,VERB
presenting,presenting,present,VERB
POI,poi,poi,PROPN
axis,axis,axis,NOUN
bilateral,bilateral,bilateral,ADJ
relationship,relationship,relationship,NOUN
new,new,new,ADJ
regional,regional,regional,ADJ
dialogue,dialogue,dialogue,NOUN
platform,platform,platform,NOUN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
Chancellor,chancellor,chancellor,PROPN
Colombia,colombia,colombia,PROPN
celebrated,celebrated,celebrate,VERB
Mexico,mexico,mexico,PROPN
City,city,city,PROPN
II,ii,ii,PROPN
Meeting,meeting,meeting,PROPN
Strategic,strategic,strategic,PROPN
Relationship,relationship,relationship,PROPN
Mexico,mexico,mexico,PROPN
Colombia,colombia,colombia,PROPN
comply,comply,comply,VERB
provisions,provisions,provision,NOUN
Strategic,strategic,strategic,PROPN
Association,association,association,PROPN
Agreement,agreement,agreement,PROPN
Generate,generate,generate,PROPN
dynamic,dynamic,dynamic,ADJ
bilateral,bilateral,bilateral,ADJ
agenda,agenda,agenda,NOUN
road,road,road,NOUN
map,map,map,NOUN
set,set,set,VERB
based,based,base,VERB
vision,vision,vision,NOUN
governments,governments,government,NOUN
turn,turn,turn,NOUN
Foreign,foreign,foreign,PROPN
Minister,minister,minister,PROPN
Cuba,cuba,cuba,PROPN
work,work,work,NOUN
visit,visit,visit,NOUN
Mexico,mexico,mexico,PROPN
dialogue,dialogue,dialogue,NOUN
Mexican,mexican,mexican,PROPN
Chancellor,chancellor,chancellor,PROPN
Tourism,tourism,tourism,PROPN
Investment,investment,investment,PROPN
Causes,causes,causes,PROPN
Mexico,mexico,mexico,PROPN
Cuba,cuba,cuba,PROPN
Global,global,global,PROPN
Agenda,agenda,agenda,PROPN
framework,framework,framework,NOUN
Ministerial,ministerial,ministerial,PROPN
Conference,conference,conference,PROPN
Latin,latin,latin,PROPN
America,america,america,PROPN
Caribbean,caribbean,caribbean,PROPN
held,held,hold,VERB
Berlin,berlin,berlin,PROPN
Germany,germany,germany,PROPN
Secretary,secretary,secretary,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
held,held,hold,VERB
meeting,meeting,meeting,NOUN
Vice,vice,vice,PROPN
President,president,president,PROPN
Chancellor,chancellor,chancellor,PROPN
Panama,panama,panama,PROPN
thanked,thanked,thank,VERB
constant,constant,constant,ADJ
support,support,support,NOUN
Mexico,mexico,mexico,PROPN
grants,grants,grant,VERB
country,country,country,NOUN
officials,officials,official,NOUN
addressed,addressed,address,VERB
migratory,migratory,migratory,ADJ
theme,theme,theme,NOUN
particularly,particularly,particularly,ADV
impact,impact,impact,NOUN
flow,flow,flow,NOUN
migrants,migrants,migrant,NOUN
Central,central,central,PROPN
America,america,america,PROPN
region,region,region,NOUN
event,event,event,NOUN
Mexican,mexican,mexican,PROPN
Chancellor,chancellor,chancellor,PROPN
held,held,hold,VERB
meeting,meeting,meeting,NOUN
Minister,minister,minister,PROPN
Foreign,foreign,foreign,PROPN
Affairs,affairs,affairs,PROPN
cult,cult,cult,NOUN
Argentine,argentine,argentine,PROPN
Republic,republic,republic,PROPN
Jorge,jorge,jorge,PROPN
Faurie,faurie,faurie,PROPN
meeting,meeting,meeting,NOUN
officials,officials,official,NOUN
dealt,dealt,deal,VERB
themes,themes,theme,NOUN
bilateral,bilateral,bilateral,ADJ
regional,regional,regional,ADJ
agenda,agenda,agenda,NOUN
support,support,support,NOUN
Mexico,mexico,mexico,PROPN
reiterated,reiterated,reiterate,VERB
Argentina,argentina,argentina,PROPN
enters,enters,enter,VERB
Organization,organization,organization,PROPN
Economic,economic,economic,PROPN
Cooperation,cooperation,cooperation,PROPN
Development,development,development,PROPN
OECD,oecd,oecd,PROPN
June,june,june,PROPN
president,president,president,NOUN
Mexico,mexico,mexico,PROPN
received,received,receive,VERB
Tapachula,tapachula,tapachula,PROPN
Chiapas,chiapas,chiapas,PROPN
counterpart,counterpart,counterpart,NOUN
Republic,republic,republic,PROPN
El,el,el,PROPN
Salvador,salvador,salvador,PROPN
Nayib,nayib,nayib,PROPN
Bukele,bukele,bukele,PROPN
launched,launched,launch,VERB
program,program,program,NOUN
sembrando,sembrando,sembrando,NOUN
life,life,life,NOUN
program,program,program,NOUN
component,component,component,NOUN
materializes,materializes,materialize,VERB
objective,objective,objective,NOUN
IAPP,iapp,iapp,NOUN
serve,serve,serve,VERB
migratory,migratory,migratory,ADJ
phenomenon,phenomenon,phenomenon,NOUN
alleviate,alleviate,alleviate,VERB
situation,situation,situation,NOUN
poverty,poverty,poverty,NOUN
region,region,region,NOUN
program,program,program,NOUN
support,support,support,VERB
Republic,republic,republic,PROPN
El,el,el,PROPN
Salvador,salvador,salvador,PROPN
thousand,thousand,thousand,NUM
hectares,hectares,hectare,NOUN
fruit,fruit,fruit,NOUN
trees,trees,tree,NOUN
timber,timber,timber,NOUN
create,create,create,VERB
thousand,thousand,thousand,NUM
jobs,jobs,job,NOUN
country,country,country,NOUN
leaders,leaders,leader,NOUN
signed,signed,sign,VERB
letter,letter,letter,NOUN
intent,intent,intent,NOUN
bilateral,bilateral,bilateral,ADJ
cooperation,cooperation,cooperation,NOUN
ensure,ensure,ensure,VERB
implementation,implementation,implementation,NOUN
program,program,program,NOUN
June,june,june,PROPN
IX,ix,ix,PROPN
meeting,meeting,meeting,NOUN
Permanent,permanent,permanent,ADJ
Mexican,mexican,mexican,PROPN
Jamaica,jamaica,jamaica,PROPN
Binational,binational,binational,PROPN
Commission,commission,commission,PROPN
held,held,hold,VERB
videoconference,videoconference,videoconference,NOUN
countries,countries,country,NOUN
evaluated,evaluated,evaluate,VERB
status,status,status,NOUN
political,political,political,ADJ
economic,economic,economic,ADJ
cooperative,cooperative,cooperative,ADJ
relations,relations,relation,NOUN
half,half,half,NOUN
President,president,president,PROPN
Republic,republic,republic,PROPN
received,received,receive,VERB
visit,visit,visit,NOUN
following,following,follow,VERB
European,european,european,ADJ
personalities,personalities,personality,NOUN
president,president,president,NOUN
Government,government,government,PROPN
Spain,spain,spain,PROPN
Pedro,pedro,pedro,PROPN
Sánchez,sánchez,sánchez,PROPN
January,january,january,PROPN
leaders,leaders,leader,NOUN
adopted,adopted,adopt,VERB
statement,statement,statement,NOUN
development,development,development,NOUN
plan,plan,plan,NOUN
Integral,integral,integral,PROPN
Central,central,central,PROPN
America,america,america,PROPN
agreeing,agreeing,agree,VERB
work,work,work,VERB
definition,definition,definition,NOUN
programs,programs,program,NOUN
projects,projects,project,NOUN
configure,configure,configure,VERB
participation,participation,participation,NOUN
Spanish,spanish,spanish,PROPN
Agency,agency,agency,PROPN
International,international,international,PROPN
Cooperation,cooperation,cooperation,PROPN
Development,development,development,PROPN
AECID,aecid,aecid,PROPN
agreed,agreed,agree,VERB
Likewise,likewise,likewise,ADV
leaders,leaders,leader,NOUN
issued,issued,issue,VERB
joint,joint,joint,ADJ
declaration,declaration,declaration,NOUN
agreed,agreed,agree,VERB
undertake,undertake,undertake,VERB
efforts,efforts,effort,NOUN
globally,globally,globally,ADV
project,project,project,VERB
cultures,cultures,culture,NOUN
language,language,language,NOUN
highlighting,highlighting,highlight,VERB
contributions,contributions,contribution,NOUN
development,development,development,NOUN
plurality,plurality,plurality,NOUN
dynamism,dynamism,dynamism,NOUN
societies,societies,society,NOUN
step,step,step,NOUN
coordinate,coordinate,coordinate,VERB
cultural,cultural,cultural,ADJ
